Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Attrition
0.2619047619047619,0.33786685755189694,0.6785714285714285,0.0,1.0,0.14285714285714285,0.6666666666666667,0.0,1.0,0.14760400210637178,0.1971090142541658,0.1111111111111111,0.1428571428571428,0.0,0.3333333333333333,0.0,0.275,0.5,1.0,0.275,0.4444444444444444,0.2,0.5882352941176471,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.23809523809523808,0.12741589119541874,0.0,0.25,0.6666666666666667,0.18571428571428567,0.6666666666666667,0.0,1.0,0.08936282253817801,0.3372816703473198,0.1111111111111111,0.2857142857142857,0.0,0.3333333333333333,0.3333333333333333,0.07500000000000001,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.5952380952380951,0.33786685755189694,0.35714285714285715,0.5,0.0,0.0,0.6666666666666667,0.5,0.6666666666666667,0.34233807266982624,0.5934149769122666,0.1111111111111111,0.4285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.6666666666666667,0.25,0.5,0.0,0.5294117647058824,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.42857142857142855,0.4967788117394416,0.39285714285714285,1.0,1.0,0.3,0.3333333333333333,0.5,1.0,0.41332280147446027,0.5450712708291507,0.0,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.4666666666666667,0.47058823529411764,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0.28571428571428564,0.9756621331424481,0.0,0.5,1.0,0.4714285714285715,0.6666666666666667,0.0,0.3333333333333333,0.13533438651922067,0.2921100180686609,0.0,0.7142857142857143,1.0,0.0,0.3333333333333333,0.30000000000000004,0.3333333333333333,0.6666666666666667,0.275,0.5,0.3333333333333333,0.4117647058823529,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.4761904761904761,0.3371510379384395,0.17857142857142855,0.5,0.3333333333333333,0.7,0.0,0.25,1.0,0.22748815165876776,0.5469985946597069,0.7777777777777777,0.0714285714285714,0.0,1.0,1.0,0.42500000000000004,0.5,0.6666666666666667,0.325,0.611111111111111,0.06666666666666667,0.5294117647058824,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.5238095238095237,0.7745168217609162,0.03571428571428571,0.75,0.3333333333333333,0.45714285714285713,0.6666666666666667,0.25,0.3333333333333333,0.17472353870458138,0.9374021280867296,0.5555555555555556,0.0714285714285714,0.0,1.0,1.0,0.125,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.5238095238095237,0.36793128131710806,0.03571428571428571,0.25,0.6666666666666667,0.9857142857142855,0.6666666666666667,0.0,0.0,0.12469720905739864,0.9440273037542662,0.4444444444444444,0.4285714285714285,0.0,1.0,0.3333333333333333,0.17500000000000002,0.8333333333333333,0.3333333333333333,0.1,0.16666666666666666,0.0,0.11764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.5952380952380951,0.8382247673586256,0.03571428571428571,0.25,1.0,0.5999999999999999,1.0,0.0,0.6666666666666667,0.08615060558188523,0.796185504918691,0.1111111111111111,0.0714285714285714,0.0,1.0,0.6666666666666666,0.15000000000000002,0.5,0.3333333333333333,0.125,0.16666666666666666,0.06666666666666667,0.23529411764705882,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.5952380952380951,0.481746599856836,0.5,0.5,1.0,0.24285714285714283,0.3333333333333333,0.25,1.0,0.30516061084781465,0.8668540453724152,0.3333333333333333,0.4999999999999999,0.0,0.6666666666666667,0.3333333333333333,0.17500000000000002,0.8333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.4047619047619047,0.6549749463135289,0.17857142857142855,0.75,0.3333333333333333,0.7428571428571429,0.0,0.25,1.0,0.29684044233807266,0.6935956635213812,0.1111111111111111,0.1428571428571428,0.0,0.3333333333333333,0.0,0.42500000000000004,0.5,0.6666666666666667,0.42500000000000004,0.611111111111111,0.7333333333333333,0.47058823529411764,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0.14285714285714285,0.8954903364352182,0.07142857142857142,0.25,0.0,0.04285714285714287,0.6666666666666667,0.25,0.6666666666666667,0.21011058451816747,0.6193535434651677,0.0,0.7142857142857143,1.0,0.0,0.3333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.3095238095238095,0.39584824624194703,0.2142857142857143,0.75,1.0,0.2571428571428572,0.6666666666666667,0.25,1.0,0.2583464981569247,0.29849427825737807,0.3333333333333333,0.7857142857142857,1.0,1.0,0.3333333333333333,0.25,0.5,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.14285714285714285,0.2684323550465283,0.8214285714285714,0.5,1.0,0.2714285714285714,0.6666666666666667,0.0,0.3333333333333333,0.13628225381779885,0.1732583818510339,0.8888888888888888,0.7857142857142857,1.0,1.0,0.0,0.15000000000000002,0.3333333333333333,0.6666666666666667,0.1,0.16666666666666666,0.06666666666666667,0.11764705882352941,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.4523809523809524,0.3264137437365784,0.03571428571428571,0.5,1.0,0.6428571428571428,0.6666666666666667,0.25,0.6666666666666667,0.45250131648235914,0.036779763099779164,0.4444444444444444,0.0,0.0,0.6666666666666667,0.3333333333333333,0.42500000000000004,0.5,0.3333333333333333,0.07500000000000001,0.0,0.06666666666666667,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.5714285714285714,0.5068002863278454,0.7857142857142857,1.0,0.0,0.2,0.6666666666666667,0.75,1.0,0.7889942074776198,0.5543866693435053,0.2222222222222222,0.2142857142857143,0.0,0.3333333333333333,0.0,0.4,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0.11904761904761901,0.3357193987115247,0.39285714285714285,0.25,1.0,0.6857142857142857,0.6666666666666667,0.0,1.0,0.08625592417061612,0.4648865689620558,0.1111111111111111,0.1428571428571428,0.0,0.6666666666666667,0.0,0.125,1.0,1.0,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.28571428571428564,0.5368647100930565,0.3214285714285714,0.5,0.6666666666666667,0.5999999999999999,0.3333333333333333,0.25,0.6666666666666667,0.29325961032122166,0.024573378839590446,0.1111111111111111,0.4999999999999999,0.0,0.0,0.3333333333333333,0.25,0.5,0.6666666666666667,0.25,0.16666666666666666,0.06666666666666667,0.23529411764705882,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.4047619047619047,0.45311381531853967,0.17857142857142855,0.0,0.6666666666666667,0.5142857142857142,0.6666666666666667,0.0,0.6666666666666667,0.1314902580305424,0.15763902830756876,0.0,0.2142857142857143,0.0,1.0,0.0,0.1,0.5,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.11764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.42857142857142855,0.9169649248389405,0.3214285714285714,0.5,1.0,0.857142857142857,0.6666666666666667,0.5,0.0,0.38504476040021063,0.9578397912065849,0.7777777777777777,0.1428571428571428,0.0,1.0,0.3333333333333333,0.375,0.16666666666666666,0.6666666666666667,0.30000000000000004,0.4444444444444444,0.3333333333333333,0.4117647058823529,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.23809523809523808,0.012884753042233354,0.10714285714285714,0.5,0.3333333333333333,0.18571428571428567,0.6666666666666667,0.25,0.6666666666666667,0.1691416535018431,0.2717928126882152,0.1111111111111111,0.2857142857142857,0.0,0.3333333333333333,0.0,0.125,0.5,1.0,0.125,0.2222222222222222,0.0,0.23529411764705882,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.7857142857142856,0.9692197566213313,0.0,0.75,0.0,0.0,0.3333333333333333,0.5,0.0,0.34096893101632436,0.9516964464966874,0.3333333333333333,0.6428571428571427,1.0,0.6666666666666667,0.0,0.5750000000000001,0.16666666666666666,0.3333333333333333,0.325,0.6666666666666666,0.8,0.47058823529411764,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.6428571428571428,0.8210450966356477,0.2142857142857143,0.5,0.0,0.9571428571428571,0.6666666666666667,0.5,0.0,0.2212216956292786,0.7313390885364385,0.1111111111111111,0.4999999999999999,0.0,0.0,0.3333333333333333,0.6000000000000001,0.3333333333333333,0.6666666666666667,0.6000000000000001,0.5,0.6,0.6470588235294118,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.6190476190476188,0.9921259842519684,0.0,1.0,0.3333333333333333,0.6428571428571428,0.6666666666666667,0.25,0.0,0.23407056345444974,0.07689219032322828,0.5555555555555556,0.7142857142857143,1.0,0.6666666666666667,0.3333333333333333,0.225,0.3333333333333333,0.3333333333333333,0.1,0.16666666666666666,0.06666666666666667,0.1764705882352941,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.28571428571428564,0.09949892627057982,0.2142857142857143,0.5,0.3333333333333333,0.2571428571428572,0.3333333333333333,0.0,0.3333333333333333,0.059610321221695635,0.13065649467978316,0.1111111111111111,0.0714285714285714,0.0,0.3333333333333333,0.3333333333333333,0.15000000000000002,0.5,0.3333333333333333,0.15000000000000002,0.2222222222222222,0.06666666666666667,0.058823529411764705,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.14285714285714285,0.28919112383679313,0.9999999999999999,0.0,0.3333333333333333,0.8714285714285714,0.6666666666666667,0.0,0.0,0.15260663507109007,0.06135314193936961,0.1111111111111111,0.1428571428571428,0.0,0.3333333333333333,1.0,0.15000000000000002,0.3333333333333333,1.0,0.15000000000000002,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0.1324266284896206,0.14285714285714285,0.25,0.3333333333333333,0.6142857142857143,0.6666666666666667,0.0,1.0,0.002211690363349131,0.45769925717727367,0.1111111111111111,0.2857142857142857,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0.2619047619047619,0.024337866857551904,0.0,0.5,0.0,0.8428571428571427,0.6666666666666667,0.25,0.0,0.22980516061084785,0.1658703071672355,0.0,0.0714285714285714,0.0,0.0,0.3333333333333333,0.15000000000000002,0.8333333333333333,0.3333333333333333,0.125,0.16666666666666666,0.0,0.11764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.16666666666666669,0.3443092340730136,0.10714285714285714,0.0,0.6666666666666667,0.8142857142857143,0.3333333333333333,0.25,0.0,0.17098472880463403,0.6448504316402329,0.1111111111111111,0.0714285714285714,0.0,0.0,0.0,0.125,0.16666666666666666,1.0,0.125,0.1111111111111111,0.0,0.1764705882352941,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.4047619047619047,0.025769506084466723,0.03571428571428571,0.5,0.3333333333333333,0.10000000000000003,0.6666666666666667,0.25,0.3333333333333333,0.179884149552396,0.5577996386267817,0.5555555555555556,0.0,0.0,1.0,0.0,0.25,0.8333333333333333,0.6666666666666667,0.15000000000000002,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.857142857142857,0.21116678596993557,0.6428571428571428,0.75,0.6666666666666667,0.8285714285714285,0.6666666666666667,0.5,0.3333333333333333,0.5116377040547657,0.18610720738807465,0.2222222222222222,0.2857142857142857,0.0,0.6666666666666667,0.3333333333333333,0.4,0.16666666666666666,1.0,0.225,0.38888888888888884,0.4666666666666667,0.058823529411764705,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.5714285714285714,0.06156048675733716,0.9999999999999999,0.5,0.3333333333333333,0.3714285714285714,0.0,0.25,1.0,0.17182727751448132,0.2996988556514756,0.4444444444444444,0.5714285714285713,0.0,0.0,0.0,0.4,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0.4523809523809524,0.80386542591267,0.3214285714285714,0.25,1.0,0.7142857142857142,1.0,0.0,1.0,0.19331226961558717,0.5275245934551295,0.3333333333333333,0.4285714285714285,0.0,0.0,0.0,0.1,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0.380952380952381,0.5977093772369363,0.0,0.5,0.0,0.02857142857142858,0.6666666666666667,0.5,1.0,0.4675618746708794,0.18775346316000804,0.1111111111111111,0.7142857142857143,1.0,0.0,0.0,0.35000000000000003,0.5,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.13333333333333333,0.058823529411764705,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.23809523809523808,0.012884753042233354,0.10714285714285714,0.5,0.3333333333333333,0.18571428571428567,0.6666666666666667,0.25,0.6666666666666667,0.1691416535018431,0.2717928126882152,0.1111111111111111,0.2857142857142857,0.0,0.3333333333333333,0.0,0.125,0.5,1.0,0.125,0.2222222222222222,0.0,0.23529411764705882,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.857142857142857,0.03793843951324266,0.2857142857142857,0.25,0.0,0.5285714285714285,0.6666666666666667,0.25,0.6666666666666667,0.09942074776198001,0.818309576390283,0.3333333333333333,0.0,0.0,0.6666666666666667,0.6666666666666666,0.225,1.0,0.3333333333333333,0.1,0.16666666666666666,0.13333333333333333,0.1764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.7619047619047619,0.5060844667143879,0.39285714285714285,0.5,0.6666666666666667,0.6714285714285713,0.6666666666666667,0.5,1.0,0.4317535545023697,0.18273439068460148,0.4444444444444444,0.0,0.0,1.0,0.0,0.4,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.058823529411764705,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0.28571428571428564,0.07158196134574088,0.03571428571428571,0.0,0.6666666666666667,0.5999999999999999,0.6666666666666667,0.0,0.3333333333333333,0.07725118483412324,0.6159405741818912,0.1111111111111111,0.4999999999999999,0.0,0.0,0.3333333333333333,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.16666666666666669,0.5583392984967788,0.6428571428571428,0.0,1.0,0.5285714285714285,0.6666666666666667,0.0,1.0,0.14007372301211166,0.2803051596065047,0.3333333333333333,0.0,0.0,0.6666666666666667,1.0,0.17500000000000002,1.0,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0.42857142857142855,0.7551896921975662,0.03571428571428571,0.75,0.6666666666666667,0.5714285714285714,0.6666666666666667,0.0,1.0,0.08609794628751977,0.5985545071270829,0.3333333333333333,0.7142857142857143,1.0,1.0,0.0,0.17500000000000002,0.5,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0.35714285714285715,0.6964924838940586,0.07142857142857142,0.25,1.0,0.38571428571428573,0.6666666666666667,0.0,0.3333333333333333,0.06677198525539757,0.8253764304356555,0.3333333333333333,0.0,0.0,0.6666666666666667,0.3333333333333333,0.17500000000000002,0.6666666666666666,1.0,0.1,0.16666666666666666,0.0,0.1764705882352941,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6428571428571428,0.8554044380816034,0.0,0.75,0.3333333333333333,0.2,0.6666666666666667,0.25,0.6666666666666667,0.23117430226434968,0.4985745834169846,0.4444444444444444,0.0714285714285714,0.0,0.6666666666666667,0.0,0.30000000000000004,0.5,0.6666666666666667,0.1,0.1111111111111111,0.0,0.1764705882352941,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.35714285714285715,0.7437365783822476,0.0,0.5,0.6666666666666667,0.17142857142857143,1.0,0.25,0.0,0.2299631384939442,0.04412768520377433,0.2222222222222222,0.5714285714285713,0.0,0.0,0.6666666666666666,0.25,0.5,0.6666666666666667,0.125,0.16666666666666666,0.06666666666666667,0.1764705882352941,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.3333333333333333,0.383679312813171,0.25,0.25,0.6666666666666667,0.8714285714285714,1.0,0.25,0.6666666666666667,0.21937862032648767,0.8057819714916683,0.5555555555555556,0.0714285714285714,0.0,0.6666666666666667,0.3333333333333333,0.225,0.5,0.3333333333333333,0.125,0.16666666666666666,0.06666666666666667,0.1764705882352941,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0.380952380952381,0.3278453829634932,0.0,0.75,1.0,0.8714285714285714,0.6666666666666667,0.0,0.0,0.1046340179041601,0.7303754266211604,0.5555555555555556,0.2142857142857143,0.0,0.6666666666666667,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666667,0.1,0.16666666666666666,0.06666666666666667,0.1764705882352941,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.5714285714285714,0.5826771653543307,0.5714285714285714,0.25,1.0,0.7428571428571429,1.0,0.25,0.0,0.29152185360716165,0.8400722746436459,0.3333333333333333,0.1428571428571428,0.0,0.6666666666666667,0.0,0.25,0.16666666666666666,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.4761904761904761,0.44452397995705073,0.03571428571428571,0.75,0.3333333333333333,0.6714285714285713,0.0,0.25,1.0,0.23149025803054243,0.08632804657699256,0.2222222222222222,0.6428571428571427,1.0,0.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.1,0.1111111111111111,0.0,0.1764705882352941,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0.2619047619047619,0.423765211166786,0.0,0.5,1.0,0.8142857142857143,0.3333333333333333,0.75,1.0,0.7959452343338599,0.053362778558522395,0.3333333333333333,0.2142857142857143,0.0,0.3333333333333333,0.6666666666666666,0.225,0.3333333333333333,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.06666666666666667,0.4117647058823529,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
